subject_name,subject_type,relation_type,object_name,object_type
文天祥,语文实体,主要作品,《文山先生全集》,语文实体
文天祥,语文实体,主要作品,《文山先生全集》20卷,语文实体
文天祥,语文实体,主要作品,《过零丁洋》,语文实体
老子,语文实体,相关于,道,语文实体
道,语文实体,相关于,天法道，道法自然,历史实体
道,语文实体,相关于,鸿门宴,语文实体
道,语文实体,相关于,终南别业,语文实体
禁烟运动,历史实体,部分于,鸦片战争,历史实体
第二次鸦片战争,历史实体,相关于,鸦片战争,历史实体
中国近现代史上社会性质的三次变化,历史实体,包括,鸦片战争,历史实体
第二次鸦片战争是鸦片战争的继续和扩大,历史实体,相关于,鸦片战争,历史实体
禁烟运动,历史实体,相关于,鸦片战争,历史实体
《南京条约》,历史实体,部分于,鸦片战争,历史实体
林则徐禁烟与鸦片战争的关系,历史实体,相关于,鸦片战争,历史实体
鸦片战争中中国战败,历史实体,相关于,鸦片战争,历史实体
香港问题的由来,历史实体,相关于,鸦片战争,历史实体
鸦片战争,历史实体,包括,《南京条约》,历史实体
鸦片战争,历史实体,包括,禁烟运动,历史实体
鸦片战争,历史实体,包括,中英《南京条约》,历史实体
鸦片战争,历史实体,相关于,《南京条约》,历史实体
鸦片战争,历史实体,相关于,禁烟运动,历史实体
鸦片战争,历史实体,部分于,中国近现代史上社会性质的三次变化,历史实体
《〈琵琶行〉并序》,语文实体,作者,白居易,语文实体
《琵琶行》,语文实体,作者,白居易,语文实体
《观刈麦》,语文实体,作者,白居易,语文实体
《长恨歌》,语文实体,作者,白居易,语文实体
《钱塘湖春行》,语文实体,作者,白居易,语文实体
唐诗,历史实体,相关于,白居易,语文实体
琵琶行并序,语文实体,作者,白居易,语文实体
观刈麦（节选）,语文实体,作者,白居易,语文实体
《钱塘湖春行》,语文实体,作者,白居易,语文实体
《白氏长庆集》,语文实体,作者,白居易,语文实体
元白,语文实体,包括,白居易,语文实体
〈琵琶行〉并序,语文实体,作者,白居易,语文实体
观刈麦,语文实体,作者,白居易,语文实体
白居易,语文实体,主要作品,《钱塘湖春行》,语文实体
白居易,语文实体,主要作品,《〈琵琶行〉并序》,语文实体
白居易,语文实体,主要作品,《观刈麦》,语文实体
白居易,语文实体,主要作品,《白氏长庆集》,语文实体
白居易,语文实体,主要作品,《长恨歌》,语文实体
白居易,语文实体,主要作品,《琵琶行》,语文实体
蜀汉,语文实体,相关于,曹魏,语文实体
孙吴,历史实体,相关于,曹魏,语文实体
三国鼎立,历史实体,包括,曹魏,语文实体
曹魏,语文实体,相关于,蜀汉,语文实体
曹魏,语文实体,部分于,三国鼎立,历史实体
曹魏,语文实体,相关于,孙吴,历史实体
公车上书,历史实体,相关于,维新变法运动,历史实体
“百家争鸣”,历史实体,相关于,老子,语文实体
道家,历史实体,包括,老子,语文实体
老庄,语文实体,包括,老子,语文实体
《老子》,语文实体,作者,老子,语文实体
老子,语文实体,相关于,道,语文实体
老子,语文实体,相关于,无为,语文实体
老子,语文实体,部分于,道家,历史实体
中国特色社会主义理论体系,政治实体,包括,科学发展观,政治实体
马克思主义中国化,政治实体,包括,科学发展观,政治实体
佛教和道教能够得到广泛传播的原因,历史实体,相关于,道教,地理实体
佛教与道教的异同点,历史实体,相关于,道教,地理实体
道教,地理实体,部分于,佛教传入和道教兴起,历史实体
圆周率,数学实体,属于,无限不循环小数,数学实体
清朝前期巩固统一多民族国家的措施,历史实体,包括,土尔扈特部,历史实体
土尔扈特部,历史实体,部分于,清朝前期巩固统一多民族国家的措施,历史实体
西晋,语文实体,包括,八王之乱,历史实体
西晋,语文实体,部分于,历史上结束分裂局面、实现统一的封建王朝,历史实体
分封制,历史实体,年代,,其他实体
汉朝政治制度,历史实体,包括,汉承秦制,历史实体
汉承秦制,历史实体,部分于,,其他实体
汉承秦制,历史实体,部分于,汉朝政治制度,历史实体
《明儒学案》,语文实体,作者,黄宗羲,语文实体
《原君》,语文实体,作者,黄宗羲,语文实体
《南雷文定全集》,语文实体,作者,黄宗羲,语文实体
黄宗羲,语文实体,主要作品,《原君》,语文实体
黄宗羲,语文实体,主要作品,《明儒学案》,语文实体
中国共产党为发展社会生产力召开的三次会议,历史实体,包括,十一届三中全会,历史实体
十一届三中全会是新中国成立以来党的历史上的伟大转折的原因,历史实体,相关于,十一届三中全会,历史实体
十一届三中全会,历史实体,部分于,中国共产党为发展社会生产力召开的三次会议,历史实体
辛亥革命与武昌起义的关系,历史实体,相关于,武昌起义,历史实体
日本法西斯,历史实体,相关于,意大利法西斯,历史实体
法西斯,历史实体,包括,意大利法西斯,历史实体
德国法西斯,历史实体,相关于,意大利法西斯,历史实体
意大利法西斯,历史实体,部分于,法西斯,历史实体
意大利法西斯,历史实体,相关于,日本法西斯,历史实体
意大利法西斯,历史实体,相关于,德国法西斯,历史实体
党项族,历史实体,部分于,西夏政权,历史实体
党项族,历史实体,相关于,西夏政权,历史实体
辛亥革命,历史实体,包括,中国同盟会,历史实体
孙中山,历史实体,相关于,中国同盟会,历史实体
中国同盟会,历史实体,部分于,辛亥革命,历史实体
中国同盟会,历史实体,创办任务,孙中山,历史实体
《童心说》,语文实体,作者,李贽,语文实体
《焚书》,语文实体,作者,李贽,语文实体
《初潭集》,语文实体,作者,李贽,语文实体
《藏书》,语文实体,作者,李贽,语文实体
李贽,语文实体,主要作品,《藏书》,语文实体
李贽,语文实体,主要作品,《焚书》,语文实体
李贽,语文实体,主要作品,《童心说》,语文实体
李贽,语文实体,主要作品,《初潭集》,语文实体
第一次世界大战,历史实体,包括,索姆河战役,历史实体
中国共产党为发展社会生产力召开的三次会议,历史实体,包括,中共八大,历史实体
中共八大,历史实体,部分于,中国共产党为发展社会生产力召开的三次会议,历史实体
民生主义,历史实体,相关于,“耕者有其田”,历史实体
八ー三事变,历史实体,相关于,淞沪会战,历史实体
孔子,语文实体,相关于,六经,语文实体
六经,语文实体,相关于,孔子,语文实体
六经,语文实体,包括,《易》,语文实体
六经,语文实体,包括,《礼》,语文实体
六经,语文实体,包括,《书》,语文实体
六经,语文实体,包括,《春秋》,语文实体
六经,语文实体,包括,《乐经》,语文实体
六经,语文实体,包括,《诗》,语文实体
戚继光抗倭,历史实体,包括,倭寇,历史实体
《梦溪笔谈》,语文实体,作者,沈括,语文实体
沈括,语文实体,主要作品,《梦溪笔谈》,语文实体
汤,语文实体,相关于,商朝,语文实体
司母戊鼎,历史实体,相关于,商朝,语文实体
商朝是青铜文化的灿烂时期,历史实体,相关于,商朝,语文实体
中国书法艺术,历史实体,包括,草书,语文实体
行书,语文实体,相关于,草书,语文实体
楷书,语文实体,相关于,草书,语文实体
草书,语文实体,部分于,中国书法艺术,历史实体
草书,语文实体,相关于,行书,语文实体
草书,语文实体,相关于,楷书,语文实体
布匿战争,历史实体,部分于,罗马共和国,历史实体
罗马共和国,历史实体,包括,罗马人称腓尼基人为布匿，迦太基曾是腓尼基人在北非建立的殖民地，因此，罗马与迦太基 ..,历史实体
母系氏族社会与父系氏族社会的不同之处,历史实体,相关于,母系氏族社会,历史实体
氏族社会,历史实体,包括,母系氏族社会,历史实体
父系氏族社会,历史实体,相关于,母系氏族社会,历史实体
母系氏族社会与父系氏族社会的相同之处,历史实体,相关于,母系氏族社会,历史实体
母系氏族社会,历史实体,部分于,氏族社会,历史实体
母系氏族社会,历史实体,相关于,母系氏族社会与父系氏族社会的不同之处,历史实体
母系氏族社会,历史实体,相关于,父系氏族社会,历史实体
母系氏族社会,历史实体,相关于,母系氏族社会与父系氏族社会的相同之处,历史实体
青铜文明与青铜器、青铜制造业,历史实体,包括,青铜文明,历史实体
青铜制造业,历史实体,相关于,青铜文明,历史实体
青铜时代,历史实体,相关于,青铜文明,历史实体
青铜文明,历史实体,相关于,青铜制造业,历史实体
青铜文明,历史实体,部分于,青铜文明与青铜器、青铜制造业,历史实体
青铜文明,历史实体,相关于,青铜时代,历史实体
楷书,语文实体,包括,柳公权,历史实体
柳公权,历史实体,部分于,楷书,语文实体
柳公权,历史实体,相关于,“柳体”,历史实体
柳公权,历史实体,相关于,玄秘塔碑,历史实体
岁币,历史实体,相关于,宋夏和战,历史实体
监察制度,历史实体,相关于,御史台,历史实体
以南京大屠杀为例，认识日本军国主义凶恶残暴的侵略本质,历史实体,相关于,南京大屠杀,历史实体
东方文明,历史实体,相关于,西方文明,历史实体
西方文明,历史实体,相关于,东方文明,历史实体
八七会议,历史实体,相关于,秋收起义,历史实体
日本法西斯,历史实体,部分于,法西斯,历史实体
意大利法西斯,历史实体,部分于,法西斯,历史实体
德国法西斯,历史实体,属于,法西斯,历史实体
法西斯,历史实体,包括,日本法西斯,历史实体
法西斯,历史实体,包括,德国法西斯,历史实体
法西斯,历史实体,相关于,“轴心国集团”,历史实体
法西斯,历史实体,包括,意大利法西斯,历史实体
外朝,历史实体,相关于,中朝,历史实体
中外朝制度,历史实体,包括,中朝,历史实体
中朝,历史实体,部分于,中外朝制度,历史实体
中朝,历史实体,相关于,外朝,历史实体
谭嗣同就义,历史实体,部分于,谭嗣同,历史实体
维新派四大代表人物,历史实体,包括,谭嗣同,历史实体
谭嗣同,历史实体,部分于,维新派四大代表人物,历史实体
谭嗣同,历史实体,包括,谭嗣同就义,历史实体
汉武帝的大一统,历史实体,相关于,文景之治,历史实体
文景之治,历史实体,部分于,文景之治和汉武帝的大一统,历史实体
文景之治,历史实体,相关于,汉武帝的大一统,历史实体
辽沈战役,历史实体,相关于,淮海战役,历史实体
平津战役,历史实体,相关于,淮海战役,历史实体
三大战役,历史实体,包括,淮海战役,历史实体
淮海战役,历史实体,部分于,三大战役,历史实体
淮海战役,历史实体,相关于,平津战役,历史实体
淮海战役,历史实体,相关于,辽沈战役,历史实体
禅让制,历史实体,相关于,王位世袭制,历史实体
独立自主的和平外交方针,历史实体,包括,另起炉灶,历史实体
列宁,历史实体,相关于,新经济政策,历史实体
列宁对社会主义建设道路的探索,历史实体,包括,新经济政策,历史实体
新经济政策,历史实体,包括,商业方面,历史实体
新经济政策,历史实体,包括,农业方面,历史实体
新经济政策,历史实体,包括,分配制度方面,历史实体
新经济政策,历史实体,包括,工业方面,历史实体
古代中华文化,政治实体,包括,秦,政治实体
古中华文化,政治实体,包括,秦,政治实体
马克思主义中国化,政治实体,包括,毛泽东思想,政治实体
新航路的开辟,历史实体,相关于,郑和下西洋,历史实体
古代对外的交往,历史实体,包括,郑和下西洋,历史实体
比较郑和下西洋与新航路的开辟,历史实体,相关于,郑和下西洋,历史实体
郑和,历史实体,部分于,郑和下西洋,历史实体
郑和下西洋的船队,历史实体,相关于,郑和下西洋,历史实体
郑和下西洋,历史实体,包括,郑和,历史实体
郑和下西洋,历史实体,属于,比较郑和下西洋与新航路的开辟,历史实体
郑和下西洋,历史实体,部分于,古代对外的交往,历史实体
郑和下西洋,历史实体,相关于,新航路的开辟,历史实体
郑和下西洋,历史实体,相关于,比较郑和下西洋与新航路的开辟,历史实体
后七子,语文实体,包括,王世贞,语文实体
专制制度,历史实体,相关于,民主制度,历史实体
红楼梦,语文实体,作者,曹雪芹,语文实体
《林黛玉进贾府》,语文实体,作者,曹雪芹,语文实体
《红楼梦》,语文实体,相关于,曹雪芹,语文实体
林黛玉进贾府,语文实体,作者,曹雪芹,语文实体
《红楼梦》,语文实体,作者,曹雪芹,语文实体
曹雪芹,语文实体,相关于,《红楼梦》,语文实体
曹雪芹,语文实体,主要作品,《红楼梦》,语文实体
曹雪芹,语文实体,主要作品,《林黛玉进贾府》,语文实体
记有日食的甲骨文,历史实体,相关于,甲骨文,语文实体
汉字的演变,语文实体,包括,甲骨文,语文实体
甲骨文,语文实体,相关于,小篆,历史实体
甲骨文,语文实体,相关于,金文,语文实体
甲骨文,语文实体,相关于,隶书,语文实体
甲骨文,语文实体,部分于,汉字的演变,语文实体
达尔文,生物实体,相关于,在马克思墓前的讲话,语文实体
美苏争霸,历史实体,相关于,古巴导弹危机,历史实体
史蒂芬孙,历史实体,部分于,火车,历史实体
旅行者号,历史实体,部分于,火车,历史实体
交通运输工具革新,历史实体,包括,火车,历史实体
火车,历史实体,包括,旅行者号,历史实体
火车,历史实体,包括,史蒂芬孙,历史实体
火车,历史实体,部分于,交通运输工具革新,历史实体
马丁路德的宗教改革,历史实体,相关于,赎罪券,历史实体
启,语文实体,相关于,孔雀东南飞并序,语文实体
《四月提纲》,历史实体,相关人物,列宁,历史实体
列宁,历史实体,相关于,十月革命,政治实体
列宁,历史实体,相关于,新经济政策,历史实体
列宁,历史实体,相关于,苏联,历史实体
列宁,历史实体,相关于,布尔什维克党,历史实体
陈胜,历史实体,相关于,秦末农民起义,历史实体
文艺复兴与启蒙运动的相同之处,历史实体,相关于,文艺复兴,历史实体
文艺复兴时期的美术成就,历史实体,部分于,文艺复兴,历史实体
文艺复兴时期的文学成就,历史实体,部分于,文艺复兴,历史实体
文艺复兴,历史实体,包括,但丁,语文实体
文艺复兴,历史实体,包括,莎士比亚,语文实体
文艺复兴,历史实体,包括,哥白尼,语文实体
文艺复兴,历史实体,包括,文学,历史实体
文艺复兴,历史实体,包括,达·芬奇,历史实体
文艺复兴,历史实体,包括,天文学,历史实体
文艺复兴,历史实体,包括,美术,历史实体
孔子,语文实体,相关于,儒家思想,历史实体
奴隶贸易,历史实体,相关于,三角航程,历史实体
张骞兴办实业,历史实体,相关于,张骞,历史实体
张骞,历史实体,相关于,张骞兴办实业,历史实体
《岳阳楼记》,语文实体,作者,范仲淹,语文实体
《渔家傲·秋思》,语文实体,作者,范仲淹,语文实体
岳阳楼记,语文实体,作者,范仲淹,语文实体
岳阳楼记（节选）,语文实体,作者,范仲淹,语文实体
苏幕遮,语文实体,作者,范仲淹,语文实体
《范文正公集》,语文实体,作者,范仲淹,语文实体
渔家傲·秋思,语文实体,作者,范仲淹,语文实体
江上渔者,语文实体,作者,范仲淹,语文实体
范仲淹,语文实体,主要作品,《范文正公集》,语文实体
范仲淹,语文实体,主要作品,《渔家傲·秋思》,语文实体
范仲淹,语文实体,主要作品,《岳阳楼记》,语文实体
龙门石窟,历史实体,相关于,敦煌莫高窟,历史实体
云冈石窟,历史实体,相关于,敦煌莫高窟,历史实体
中国古代石窟艺术,历史实体,包括,敦煌莫高窟,历史实体
敦煌莫高窟,历史实体,相关于,龙门石窟,历史实体
敦煌莫高窟,历史实体,相关于,云冈石窟,历史实体
《尼布楚条约》,历史实体,相关于,康熙帝,历史实体
康熙帝,历史实体,相关于,三藩之乱,历史实体
康熙帝,历史实体,相关于,噶尔丹叛乱,历史实体
康熙帝,历史实体,相关于,闭关锁国,历史实体
康熙帝,历史实体,相关于,《尼布楚条约》,历史实体
康熙帝,历史实体,相关于,统一台湾,历史实体
康熙帝,历史实体,相关于,文字狱,历史实体
资本主义生产关系的几次调整,历史实体,相关于,罗斯福新政,政治实体
西方古代科技与文化成就,历史实体,包括,戏剧,语文实体
文学体裁,语文实体,包括,戏剧,语文实体
柏拉图,历史实体,相关于,苏格拉底,历史实体
民族资本主义的初步发展,历史实体,相关于,实业救国,历史实体
洋务运动至清末的民族工业,历史实体,包括,实业救国,历史实体
吠舍,历史实体,相关于,首陀罗,历史实体
种姓制度,历史实体,包括,首陀罗,历史实体
婆罗门,历史实体,相关于,首陀罗,历史实体
刹帝利,历史实体,相关于,首陀罗,历史实体
首陀罗,历史实体,相关于,婆罗门,历史实体
首陀罗,历史实体,部分于,种姓制度,历史实体
首陀罗,历史实体,相关于,刹帝利,历史实体
首陀罗,历史实体,相关于,吠舍,历史实体
监察制度,历史实体,相关于,刺史,历史实体
奥古斯都像—一被美化的跛足“战神”,历史实体,包括,屋大维,历史实体
屋大维,历史实体,部分于,奥古斯都像—一被美化的跛足“战神”,历史实体
屋大维,历史实体,相关于,奥古斯都像—一被美化的跛足“战神”,历史实体
指南针,物理实体,相关于,印刷术,历史实体
造纸术、印刷术、指南针、火药,历史实体,包括,印刷术,历史实体
造纸术,历史实体,相关于,印刷术,历史实体
火药,历史实体,相关于,印刷术,历史实体
雕版印刷术,历史实体,部分于,印刷术,历史实体
印刷术,历史实体,相关于,指南针,物理实体
印刷术,历史实体,相关于,火药,历史实体
印刷术,历史实体,属于,造纸术、印刷术、指南针、火药,历史实体
印刷术,历史实体,包括,雕版印刷术,历史实体
印刷术,历史实体,相关于,造纸术,历史实体
印刷术,历史实体,部分于,造纸术、印刷术、指南针、火药,历史实体
印刷术,历史实体,包括,活字印刷术,历史实体
雕塑,历史实体,部分于,中国古代艺术,历史实体
《本草纲目》,历史实体,相关于,麻沸散,历史实体
华佗,历史实体,相关于,麻沸散,历史实体
秦汉时期我国领先世界的科技成就,历史实体,包括,麻沸散,历史实体
五禽戏,历史实体,相关于,麻沸散,历史实体
《伤寒杂病论》,历史实体,相关于,麻沸散,历史实体
中国古代医学成就,历史实体,包括,麻沸散,历史实体
麻沸散,历史实体,相关于,五禽戏,历史实体
麻沸散,历史实体,相关于,《伤寒杂病论》,历史实体
麻沸散,历史实体,相关于,《本草纲目》,历史实体
麻沸散,历史实体,相关于,华佗,历史实体
麻沸散,历史实体,部分于,秦汉时期我国领先世界的科技成就,历史实体
禁烟运动,历史实体,相关于,林则徐,历史实体
林则徐,历史实体,相关于,禁烟运动,历史实体
秦始皇,政治实体,相关于,长城,历史实体
明长城,历史实体,部分于,长城,历史实体
战国长城,历史实体,部分于,长城,历史实体
秦长城,历史实体,部分于,长城,历史实体
中国古代重要工程,历史实体,包括,长城,历史实体
长城,历史实体,包括,明长城,历史实体
长城,历史实体,包括,秦长城,历史实体
长城,历史实体,包括,战国长城,历史实体
唐朝的科举制,历史实体,包括,明经科,历史实体
拉丁美洲独立运动,历史实体,相关于,玻利瓦尔,历史实体
玻利瓦尔,历史实体,相关于,殖民地人民的抗争,历史实体
玻利瓦尔,历史实体,部分于,拉丁美洲独立运动,历史实体
《林教头风雪山神庙》,语文实体,作者,施耐庵,语文实体
《水浒传》,语文实体,相关于,施耐庵,语文实体
《水浒传》,语文实体,作者,施耐庵,语文实体
施耐庵,语文实体,相关于,《水浒传》,语文实体
施耐庵,语文实体,主要作品,《林教头风雪山神庙》,语文实体
施耐庵,语文实体,主要作品,《水浒传》,语文实体
施耐庵,语文实体,主要作品,《水浒传》（第一部描写农民斗争的长篇章回小说）,语文实体
君主专制,历史实体,相关于,中央集权,历史实体
君主专制,历史实体,部分于,君主专制与中央集权,历史实体
王安石变法,历史实体,包括,方田均税法,历史实体
王安石变法,历史实体,包括,青苗法,历史实体
王安石变法,历史实体,包括,农田水利法,历史实体
王安石变法,历史实体,包括,将兵法,历史实体
王安石变法,历史实体,包括,保甲法,历史实体
王安石变法,历史实体,包括,免役法,历史实体
王安石变法,历史实体,包括,保马法,历史实体
王安石变法,历史实体,包括,均输法,历史实体
王安石变法,历史实体,包括,市易法,历史实体
王安石变法,历史实体,包括,设军器监,历史实体
轮船,物理实体,包括,富尔顿,历史实体
富尔顿,历史实体,部分于,轮船,物理实体
富尔顿,历史实体,相关于,克莱蒙号,历史实体
左宗棠收复新疆,历史实体,相关于,伊犁,历史实体
秦始皇,政治实体,相关于,秦律,历史实体
改革开放,地理实体,包括,家庭联产承包责任制,历史实体
新中国成立以后对农村生产关系的四次调整,历史实体,包括,家庭联产承包责任制,历史实体
家庭联产承包责任制的优越性,历史实体,相关于,家庭联产承包责任制,历史实体
家庭联产承包责任制,历史实体,部分于,改革开放,地理实体
家庭联产承包责任制,历史实体,部分于,　新中国成立以后对农村生产关系的四次调整,历史实体
仁政,历史实体,相关于,春秋战国时期的历史特征,历史实体
麻沸散,历史实体,相关于,华佗,历史实体
华佗,历史实体,相关于,麻沸散,历史实体
辛丑条约,历史实体,相关于,外务部,历史实体
颜真卿,历史实体,部分于,楷书,语文实体
草书,语文实体,相关于,楷书,语文实体
柳公权,历史实体,部分于,楷书,语文实体
颜氏家庙碑,历史实体,部分于,楷书,语文实体
玄秘塔碑,历史实体,部分于,楷书,语文实体
欧阳询,历史实体,部分于,楷书,语文实体
九成宫醴泉铭,历史实体,部分于,楷书,语文实体
中国书法艺术,历史实体,包括,楷书,语文实体
行书,语文实体,相关于,楷书,语文实体
楷书,语文实体,包括,颜真卿,历史实体
楷书,语文实体,相关于,草书,语文实体
楷书,语文实体,包括,欧阳询,历史实体
楷书,语文实体,包括,柳公权,历史实体
楷书,语文实体,包括,玄秘塔碑,历史实体
楷书,语文实体,部分于,中国书法艺术,历史实体
楷书,语文实体,包括,九成宫醴泉铭,历史实体
楷书,语文实体,包括,颜氏家庙碑,历史实体
楷书,语文实体,相关于,行书,语文实体
楷书,语文实体,包括,王羲之,语文实体
新文化运动,历史实体,包括,白话文,历史实体
白话文,历史实体,部分于,新文化运动,历史实体
商业的繁荣,历史实体,包括,对外贸易,地理实体
我国,地理实体,试题限制,对外贸易,地理实体
对外贸易,地理实体,部分于,商业,地理实体
伊斯兰教,地理实体,相关于,基督教,地理实体
世界三大宗教,历史实体,包括,基督教,地理实体
佛教,地理实体,相关于,基督教,地理实体
基督教,地理实体,相关于,伊斯兰教,地理实体
基督教,地理实体,部分于,世界三大宗教,历史实体
基督教,地理实体,相关于,佛教,地理实体
基督教,地理实体,创始人,耶稣,地理实体
基督教,地理实体,部分于,三大宗教,地理实体
住宅,历史实体,属于,宋代的社会生活,历史实体
“两弹一星”,历史实体,包括,氢弹,物理实体
春秋战国时期的历史特征,历史实体,包括,政治,政治实体
冷战,历史实体,相关于,杜鲁门主义,历史实体
戚继光抗倭,历史实体,包括,戚继光,历史实体
“两弹一星”,历史实体,包括,原子弹,历史实体
原子弹,历史实体,部分于,“两弹一星”,历史实体
第二次世界大战,历史实体,包括,苏德战争,历史实体
汉高祖,历史实体,相关于,楚汉之争,历史实体
汉高祖,历史实体,相关于,秦末农民起义,历史实体
英国宪章运动与以往的工人运动的不同点,历史实体,相关于,英国宪章运动,历史实体
英国宪章运动的失败,历史实体,相关于,英国宪章运动,历史实体
英国宪章运动,历史实体,相关于,《人民宪章》,历史实体
英国宪章运动,历史实体,部分于,欧洲三大工人运动,历史实体
英国宪章运动,历史实体,包括,《人民宪章》,历史实体
新航路的开辟,历史实体,包括,迪亚士,历史实体
迪亚士,历史实体,部分于,新航路的开辟,历史实体
新民主主义革命时期，中国共产党对革命道路的探索,历史实体,包括,南昌起义,历史实体
南昌起义与秋收起义的不同之处,历史实体,相关于,南昌起义,历史实体
南昌起义、秋收起义,历史实体,相关于,南昌起义,历史实体
南昌起义与秋收起义的相同之处,历史实体,相关于,南昌起义,历史实体
种姓制度,历史实体,相关于,古代印度,历史实体
大河流域的人类文明,历史实体,包括,古代印度,历史实体
古代印度,历史实体,相关于,种姓制度,历史实体
米开朗琪罗,语文实体,相关于,《列夫·托尔斯泰》,语文实体
情节组成,语文实体,包含于,高潮,语文实体
青铜制造业,历史实体,相关于,青铜时代,历史实体
青铜文明与青铜器、青铜制造业,历史实体,包括,青铜时代,历史实体
青铜文明,历史实体,相关于,青铜时代,历史实体
青铜时代,历史实体,相关于,青铜制造业,历史实体
青铜时代,历史实体,部分于,青铜文明与青铜器、青铜制造业,历史实体
青铜时代,历史实体,相关于,青铜文明,历史实体
蒙古的统一,历史实体,相关于,铁木真,历史实体
铁木真,历史实体,部分于,蒙古的统一,历史实体
华盛顿,地理实体,相关于,独立战争,历史实体
经济全球化,政治实体,包括,贸易全球化,政治实体
经济全球化,政治实体,包括,资本全球化,政治实体
经济全球化,政治实体,包括,生产全球化,政治实体
太尉,历史实体,属于,中央集权制度,历史实体
《望江亭》,语文实体,作者,关汉卿,语文实体
元曲,语文实体,相关于,关汉卿,语文实体
《拜月亭》,语文实体,作者,关汉卿,语文实体
《窦娥冤》,语文实体,作者,关汉卿,语文实体
《救风尘》,语文实体,作者,关汉卿,语文实体
元曲四大家,语文实体,包括,关汉卿,语文实体
关汉卿,语文实体,主要作品,《窦娥冤》,语文实体
关汉卿,语文实体,主要作品,《望江亭》,语文实体
关汉卿,语文实体,主要作品,《救风尘》,语文实体
秦始皇的统治措施,历史实体,部分于,秦始皇,政治实体
秦始皇像,历史实体,相关人物,秦始皇,政治实体
秦始皇,政治实体,相关于,焚书坑儒,历史实体
秦始皇,政治实体,相关于,秦朝中央集权的形成,历史实体
秦始皇,政治实体,相关于,皇帝制度,历史实体
秦始皇,政治实体,相关于,长城,历史实体
秦始皇,政治实体,相关于,郡县制,历史实体
秦始皇,政治实体,相关于,秦律,历史实体
秦始皇,政治实体,相关于,灵渠,历史实体
秦始皇,政治实体,相关于,专制主义中央集权制度,历史实体
世界三大宗教,历史实体,包括,伊斯兰教,地理实体
佛教,地理实体,相关于,伊斯兰教,地理实体
基督教,地理实体,相关于,伊斯兰教,地理实体
清真教,地理实体,部分于,伊斯兰教,地理实体
伊斯兰教,地理实体,部分于,世界三大宗教,历史实体
伊斯兰教,地理实体,相关于,佛教,地理实体
伊斯兰教,地理实体,相关于,基督教,地理实体
伊斯兰教,地理实体,创始人,穆罕默德,地理实体
伊斯兰教,地理实体,部分于,三大宗教,地理实体
《中华民国临时约法》,历史实体,相关于,中华民国,历史实体
古代的文字,历史实体,包括,楔形文字,历史实体
世界三大农业起源中心,历史实体,包括,中南美洲,历史实体
中国人民的抗争,历史实体,包括,收复新疆,历史实体
收复新疆,历史实体,部分于,中国人民的抗争,历史实体
八音,语文实体,包括,金,化学实体
金,化学实体,相关于,劝学,语文实体
《司马文正公集》,语文实体,作者,司马光,语文实体
《孙权劝学》,语文实体,作者,司马光,语文实体
《资治通鉴》,语文实体,作者,司马光,语文实体
司马光,语文实体,主要作品,《司马文正公集》,语文实体
司马光,语文实体,主要作品,《孙权劝学》,语文实体
司马光,语文实体,主要作品,《资治通鉴》,语文实体
电影,语文实体,相关于,藤野先生,语文实体
《蝶恋花》,语文实体,作者,柳永,语文实体
《望海潮》,语文实体,作者,柳永,语文实体
《雨霖铃》,语文实体,作者,柳永,语文实体
《乐章集》,语文实体,作者,柳永,语文实体
周柳,语文实体,包括,柳永,语文实体
柳永,语文实体,主要作品,《雨霖铃》,语文实体
柳永,语文实体,主要作品,《望海潮》,语文实体
柳永,语文实体,主要作品,《乐章集》,语文实体
《人权宣言》,历史实体,相关于,法国大革命,历史实体
李杜,语文实体,包括,杜甫,语文实体
寒衣,语文实体,相关于,杜甫,语文实体
两开,语文实体,相关于,杜甫,语文实体
系,语文实体,相关于,杜甫,语文实体
催刀尺,语文实体,相关于,杜甫,语文实体
他日,语文实体,相关于,杜甫,语文实体
急暮砧,语文实体,相关于,杜甫,语文实体
白帝城,地理实体,相关于,杜甫,语文实体
唐诗,历史实体,相关于,杜甫,语文实体
石壕吏,语文实体,作者,杜甫,语文实体
《月夜》,语文实体,作者,杜甫,语文实体
《绝句》,语文实体,作者,杜甫,语文实体
江畔独步寻花·其六,语文实体,作者,杜甫,语文实体
月夜忆舍弟,语文实体,作者,杜甫,语文实体
《羌村三首·其三》,语文实体,作者,杜甫,语文实体
《春望》,语文实体,作者,杜甫,语文实体
《羌村三首（其三）》,语文实体,作者,杜甫,语文实体
《春夜喜雨》,语文实体,作者,杜甫,语文实体
《潼关吏》,语文实体,作者,杜甫,语文实体
《望岳》,语文实体,作者,杜甫,语文实体
《茅屋为秋风所破歌》,语文实体,作者,杜甫,语文实体
《垂老别》,语文实体,作者,杜甫,语文实体
《无家别》,语文实体,作者,杜甫,语文实体
《新婚别》,语文实体,作者,杜甫,语文实体
《登楼》,语文实体,作者,杜甫,语文实体
《石壕吏》,语文实体,作者,杜甫,语文实体
《新安吏》,语文实体,作者,杜甫,语文实体
登岳阳楼,语文实体,作者,杜甫,语文实体
孤雁,语文实体,作者,杜甫,语文实体
《江畔独步寻花》,语文实体,作者,杜甫,语文实体
登　高,语文实体,作者,杜甫,语文实体
秋兴八首（其一）,语文实体,作者,杜甫,语文实体
《杜工部集》,语文实体,作者,杜甫,语文实体
